"Date","Promotion","Event","EventName","EventType","Location","CityTown","StateProvince","Country"
2016-07-14,"WWE","WWE Cruiserweight Classic","WWE Cruiserweight Classic #5","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-07-13,"WWE","WWE NXT","WWE NXT #330","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-07-13,"WWE","WWE NXT","WWE NXT #329","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-07-13,"WWE","WWE NXT","WWE NXT #328","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-07-13,"WWE","WWE NXT","WWE NXT #327","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-07-12,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #882","Televised","Grand Rapids, Michigan, USA","Grand Rapids","Michigan","USA"
2016-07-12,"WWE","WWE Main Event","WWE Main Event #198","Televised","Grand Rapids, Michigan, USA","Grand Rapids","Michigan","USA"
2016-07-11,"WWE","WWE Superstars","WWE Superstars #379","Televised","Detroit, Michigan, USA","Detroit","Michigan","USA"
2016-07-11,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1207","Televised","Detroit, Michigan, USA","Detroit","Michigan","USA"
2016-07-10,"WWE","WWE Live SummerSlam Heatwave Tour","WWE Live SummerSlam Heatwave Tour 2016","Non-Televised","London, Ontario, Canada","London","Ontario","Canada"
2016-07-10,"WWE","WWE Live SummerSlam Heatwave Tour","WWE Live SummerSlam Heatwave Tour 2016","Non-Televised","Fort Wayne, Indiana, USA","Fort Wayne","Indiana","USA"
2016-07-09,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Tampa, Florida, USA","Tampa","Florida","USA"
2016-07-09,"WWE","WWE Live SummerSlam Heatwave Tour","WWE Live SummerSlam Heatwave Tour 2016","Non-Televised","Toronto, Ontario, Canada","Toronto","Ontario","Canada"
2016-07-09,"WWE","WWE Live SummerSlam Heatwave Tour","WWE Live SummerSlam Heatwave Tour 2016","Non-Televised","Danville, Illinois, USA","Danville","Illinois","USA"
2016-07-08,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Venice, Florida, USA","Venice","Florida","USA"
2016-07-08,"WWE","WWE Live SummerSlam Heatwave Tour","WWE Live SummerSlam Heatwave Tour 2016","Non-Televised","Oshawa, Ontario, USA","Oshawa","Ontario","USA"
2016-07-07,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Fort Pierce, Florida, USA","Fort Pierce","Florida","USA"
2016-07-05,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #881","Televised","Toledo, Ohio, USA","Toledo","Ohio","USA"
2016-07-05,"WWE","WWE Main Event","WWE Main Event #197","Televised","Toledo, Ohio, USA","Toledo","Ohio","USA"
2016-07-04,"WWE","WWE Superstars","WWE Superstars #378","Televised","Columbus, Ohio, USA","Columbus","Ohio","USA"
2016-07-04,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1206","Televised","Columbus, Ohio, USA","Columbus","Ohio","USA"
2016-07-03,"WWE","WWE Live SummerSlam Heatwave Tour","WWE Live SummerSlam Heatwave Tour 2016","Non-Televised","Huntington, West Virginia, USA","Huntington","West Virginia","USA"
2016-07-02,"WWE","WWE Live SummerSlam Heatwave Tour","WWE Live SummerSlam Heatwave Tour 2016","Non-Televised","Pikeville, Kentucky, USA","Pikeville","Kentucky","USA"
2016-07-02,"WWE","WWE Live","WWE Live","Non-Televised","Tokyo, Japan","Tokyo","Japan","Japan"
2016-07-01,"WWE","WWE Live","WWE Live","Non-Televised","Tokyo, Japan","Tokyo","Japan","Japan"
2016-06-30,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Winter Haven, Florida, USA","Winter Haven","Florida","USA"
2016-06-29,"WWE","WWE Live","WWE Live","Non-Televised","Honolulu, Hawaii, USA","Honolulu","Hawaii","USA"
2016-06-28,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #880","Televised","Miami, Florida, USA","Miami","Florida","USA"
2016-06-28,"WWE","WWE Main Event","WWE Main Event #196","Televised","Miami, Florida, USA","Miami","Florida","USA"
2016-06-27,"WWE","WWE Superstars","WWE Superstars #377","Televised","Tampa, Florida, USA","Tampa","Florida","USA"
2016-06-27,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1205","Televised","Tampa, Florida, USA","Tampa","Florida","USA"
2016-06-26,"WWE","WWE Live","WWE Live","Non-Televised","Jacksonville, Florida, USA","Jacksonville","Florida","USA"
2016-06-26,"WWE","WWE Live","WWE Live","Non-Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2016-06-25,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Cocoa, Florida, USA","Cocoa","Florida","USA"
2016-06-25,"WWE","WWE Live","WWE Live","Non-Televised","Boston, Massachusetts, USA","Boston","Massachusetts","USA"
2016-06-24,"WWE","WWE NXT","WWE NXT #326","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-06-24,"WWE","WWE NXT","WWE NXT #325","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-06-24,"WWE","WWE NXT","WWE NXT #324","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-06-23,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Largo, Florida, USA","Largo","Florida","USA"
2016-06-23,"WWE","WWE Cruiserweight Classic","WWE Cruiserweight Classic #4","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-06-23,"WWE","WWE Cruiserweight Classic","WWE Cruiserweight Classic #3","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-06-23,"WWE","WWE Cruiserweight Classic","WWE Cruiserweight Classic #2","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-06-23,"WWE","WWE Cruiserweight Classic","WWE Cruiserweight Classic #1","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-06-21,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #879","Televised","Tucson, Arizona, USA","Tucson","Arizona","USA"
2016-06-21,"WWE","WWE Main Event","WWE Main Event #195","Televised","Tucson, Arizona, USA","Tucson","Arizona","USA"
2016-06-20,"WWE","WWE Superstars","WWE Superstars #376","Televised","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2016-06-20,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1204","Televised","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2016-06-19,"WWE","WWE Money In The Bank","WWE Money In The Bank 2016 Kickoff","Televised","Paradise, Nevada, USA","Paradise","Nevada","USA"
2016-06-19,"WWE","WWE Money In The Bank","WWE Money In The Bank 2016","PLE/PPV","Paradise, Nevada, USA","Paradise","Nevada","USA"
2016-06-18,"WWE","WWE Live","WWE Live","Non-Televised","Los Angeles, California, USA","Los Angeles","California","USA"
2016-06-17,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Plymouth, Devon, England, UK","Plymouth","Devon","England"
2016-06-17,"WWE","WWE Live","WWE Live","Non-Televised","West Valley City, Utah, USA","West Valley City","Utah","USA"
2016-06-16,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Bournemouth, Dorset, England, UK","Bournemouth","Dorset","England"
2016-06-15,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Liverpool, Merseyside, England, UK","Liverpool","Merseyside","England"
2016-06-14,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #878","Televised","Biloxi, Mississippi, USA","Biloxi","Mississippi","USA"
2016-06-14,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Dublin, Ireland","Dublin","Ireland","Ireland"
2016-06-14,"WWE","WWE Main Event","WWE Main Event #194","Televised","Biloxi, Mississippi, USA","Biloxi","Mississippi","USA"
2016-06-13,"WWE","WWE Superstars","WWE Superstars #375","Televised","New Orleans, Louisiana, USA","New Orleans","Louisiana","USA"
2016-06-13,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Belfast, Northern Ireland, UK","Belfast","Northern Ireland","UK"
2016-06-13,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1203","Televised","New Orleans, Louisiana, USA","New Orleans","Louisiana","USA"
2016-06-12,"WWE","WWE NXT At Download","WWE NXT At Download 2016","Non-Televised","Donington Park, Leicestershire, England, UK","Donington Park","Leicestershire","England"
2016-06-12,"WWE","WWE Live","WWE Live","Non-Televised","Lake Charles, Louisiana, USA","Lake Charles","Louisiana","USA"
2016-06-12,"WWE","WWE Live","WWE Live","Non-Televised","Baton Rouge, Louisiana, USA","Baton Rouge","Louisiana","USA"
2016-06-11,"WWE","WWE NXT At Download","WWE NXT At Download 2016","Non-Televised","Donington Park, Leicestershire, England, UK","Donington Park","Leicestershire","England"
2016-06-11,"WWE","WWE Live","WWE Live","Non-Televised","College Station, Texas, USA","College Station","Texas","USA"
2016-06-11,"WWE","WWE Live","WWE Live","Non-Televised","Jackson, Mississippi, USA","Jackson","Mississippi","USA"
2016-06-10,"WWE","WWE NXT At Download","WWE NXT At Download 2016","Non-Televised","Donington Park, Leicestershire, England, UK","Donington Park","Leicestershire","England"
2016-06-10,"WWE","WWE Live","WWE Live","Non-Televised","Waco, Texas, USA","Waco","Texas","USA"
2016-06-09,"WWE","WWE NXT","WWE NXT #323","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-06-09,"WWE","WWE NXT","WWE NXT #322","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-06-09,"WWE","WWE NXT","WWE NXT #321","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-06-08,"WWE","WWE NXT TakeOver: The End","WWE NXT TakeOver: The End","PLE/PPV","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-06-07,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #877","Televised","Wichita, Kansas, USA","Wichita","Kansas","USA"
2016-06-07,"WWE","WWE Main Event","WWE Main Event #193","Televised","Wichita, Kansas, USA","Wichita","Kansas","USA"
2016-06-06,"WWE","WWE Superstars","WWE Superstars #374","Televised","Oklahoma City, Oklahoma, USA","Oklahoma City","Oklahoma","USA"
2016-06-06,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1202","Televised","Oklahoma City, Oklahoma, USA","Oklahoma City","Oklahoma","USA"
2016-06-05,"WWE","WWE Live","WWE Live","Non-Televised","Lawton, Oklahoma, USA","Lawton","Oklahoma","USA"
2016-06-05,"WWE","WWE Live","WWE Live","Non-Televised","Amarillo, Texas, USA","Amarillo","Texas","USA"
2016-06-04,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Fort Pierce, Florida, USA","Fort Pierce","Florida","USA"
2016-06-04,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Atlanta, Georgia, USA","Atlanta","Georgia","USA"
2016-06-04,"WWE","WWE Live","WWE Live","Non-Televised","Lubbock, Texas, USA","Lubbock","Texas","USA"
2016-06-04,"WWE","WWE Live","WWE Live","Non-Televised","Tulsa, Oklahoma, USA","Tulsa","Oklahoma","USA"
2016-06-03,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Crystal River, Florida, USA","Crystal River","Florida","USA"
2016-06-03,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Nashville, Tennessee, USA","Nashville","Tennessee","USA"
2016-06-03,"WWE","WWE Live","WWE Live","Non-Televised","Odessa, Texas, USA","Odessa","Texas","USA"
2016-06-02,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Tampa, Florida, USA","Tampa","Florida","USA"
2016-06-02,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Evansville, Indiana, USA","Evansville","Indiana","USA"
2016-05-31,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #876","Televised","Rockford, Illinois, USA","Rockford","Illinois","USA"
2016-05-31,"WWE","WWE Main Event","WWE Main Event #192","Televised","Rockford, Illinois, USA","Rockford","Illinois","USA"
2016-05-30,"WWE","WWE Superstars","WWE Superstars #373","Televised","Green Bay, Wisconsin, USA","Green Bay","Wisconsin","USA"
2016-05-30,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1201","Televised","Green Bay, Wisconsin, USA","Green Bay","Wisconsin","USA"
2016-05-29,"WWE","WWE Live","WWE Live","Non-Televised","Madison, Wisconsin, USA","Madison","Wisconsin","USA"
2016-05-29,"WWE","WWE Live","WWE Live","Non-Televised","La Crosse, Wisconsin, USA","La Crosse","Wisconsin","USA"
2016-05-28,"WWE","WWE Live","WWE Live","Non-Televised","Peoria, Illinois, USA","Peoria","Illinois","USA"
2016-05-28,"WWE","WWE Live","WWE Live","Non-Televised","Winnepeg, Manitoba, Canada","Winnepeg","Manitoba","Canada"
2016-05-27,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Cocoa, Florida, USA","Cocoa","Florida","USA"
2016-05-27,"WWE","WWE Live","WWE Live","Non-Televised","Springfield, Illinois, USA","Springfield","Illinois","USA"
2016-05-26,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Lakeland, Florida, USA","Lakeland","Florida","USA"
2016-05-24,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #875","Televised","Norfolk, Virginia, USA","Norfolk","Virginia","USA"
2016-05-24,"WWE","WWE Main Event","WWE Main Event #191","Televised","Norfolk, Virginia, USA","Norfolk","Virginia","USA"
2016-05-23,"WWE","WWE Superstars","WWE Superstars #372","Televised","Baltimore, Maryland, USA","Baltimore","Maryland","USA"
2016-05-23,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1200","Televised","Baltimore, Maryland, USA","Baltimore","Maryland","USA"
2016-05-22,"WWE","WWE Extreme Rules","WWE Extreme Rules 2016 Kickoff","Televised","Newark, New Jersey, USA","Newark","New Jersey","USA"
2016-05-22,"WWE","WWE Extreme Rules","WWE Extreme Rules 2016","PLE/PPV","Newark, New Jersey, USA","Newark","New Jersey","USA"
2016-05-21,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Winter Haven, Florida, USA","Winter Haven","Florida","USA"
2016-05-21,"WWE","WWE Live","WWE Live","Non-Televised","Albany, New York, USA","Albany","New York","USA"
2016-05-21,"WWE","WWE Live","WWE Live","Non-Televised","Reading, Pennsylvania, USA","Reading","Pennsylvania","USA"
2016-05-20,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Venice, Florida, USA","Venice","Florida","USA"
2016-05-20,"WWE","WWE Live","WWE Live","Non-Televised","Utica, New York, USA","Utica","New York","USA"
2016-05-19,"WWE","WWE NXT","WWE NXT #320","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-05-19,"WWE","WWE NXT","WWE NXT #319","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-05-17,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #874","Televised","Greenville, South Carolina, USA","Greenville","South Carolina","USA"
2016-05-17,"WWE","WWE Main Event","WWE Main Event #190","Televised","Greenville, South Carolina, USA","Greenville","South Carolina","USA"
2016-05-16,"WWE","WWE Superstars","WWE Superstars #371","Televised","Greensboro, North Carolina, USA","Greensboro","North Carolina","USA"
2016-05-16,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1199","Televised","Greensboro, North Carolina, USA","Greensboro","North Carolina","USA"
2016-05-15,"WWE","WWE Live","WWE Live","Non-Televised","Columbia, South Carolina, USA","Columbia","South Carolina","USA"
2016-05-15,"WWE","WWE Live","WWE Live","Non-Televised","Charlottesville, Virginia, USA","Charlottesville","Virginia","USA"
2016-05-14,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Jacksonville, Florida, USA","Jacksonville","Florida","USA"
2016-05-14,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Portland, Oregon, USA","Portland","Oregon","USA"
2016-05-14,"WWE","WWE Live","WWE Live","Non-Televised","Raleigh, North Carolina, USA","Raleigh","North Carolina","USA"
2016-05-14,"WWE","WWE Live","WWE Live","Non-Televised","Roanoke, Virginia, USA","Roanoke","Virginia","USA"
2016-05-13,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Largo, Florida, USA","Largo","Florida","USA"
2016-05-13,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Spokane, Washington, USA","Spokane","Washington","USA"
2016-05-13,"WWE","WWE Live","WWE Live","Non-Televised","Greenville, North Carolina, USA","Greenville","North Carolina","USA"
2016-05-12,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Bartow, Florida, USA","Bartow","Florida","USA"
2016-05-12,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Seattle, Washington, USA","Seattle","Washington","USA"
2016-05-10,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #873","Televised","Des Moines, Iowa, USA","Des Moines","Iowa","USA"
2016-05-10,"WWE","WWE Main Event","WWE Main Event #189","Televised","Des Moines, Iowa, USA","Des Moines","Iowa","USA"
2016-05-09,"WWE","WWE Superstars","WWE Superstars #370","Televised","Omaha, Nebraska, USA","Omaha","Nebraska","USA"
2016-05-09,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1198","Televised","Omaha, Nebraska, USA","Omaha","Nebraska","USA"
2016-05-08,"WWE","WWE Live","WWE Live","Non-Televised","Sioux Falls, South Dakota, USA","Sioux Falls","South Dakota","USA"
2016-05-08,"WWE","WWE Live","WWE Live","Non-Televised","Rio Rancho, New Mexico, USA","Rio Rancho","New Mexico","USA"
2016-05-07,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2016-05-07,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Tulsa, Oklahoma, USA","Tulsa","Oklahoma","USA"
2016-05-07,"WWE","WWE Live","WWE Live","Non-Televised","Las Cruces, New Mexico, USA","Las Cruces","New Mexico","USA"
2016-05-07,"WWE","WWE Live","WWE Live","Non-Televised","Rapid City, South Dakota, USA","Rapid City","South Dakota","USA"
2016-05-06,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Oklahoma City, Oklahoma, USA","Oklahoma City","Oklahoma","USA"
2016-05-06,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Citrus Springs, Florida, USA","Citrus Springs","Florida","USA"
2016-05-06,"WWE","WWE Live","WWE Live","Non-Televised","Bismarck, North Dakota, USA","Bismarck","North Dakota","USA"
2016-05-05,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Salina, Kansas, USA","Salina","Kansas","USA"
2016-05-03,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #872","Televised","Kansas City, Missouri, USA","Kansas City","Missouri","USA"
2016-05-03,"WWE","WWE Main Event","WWE Main Event #188","Televised","Kansas City, Missouri, USA","Kansas City","Missouri","USA"
2016-05-02,"WWE","WWE Superstars","WWE Superstars #369","Televised","St. Louis, Missouri, USA","St. Louis","Missouri","USA"
2016-05-02,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1197","Televised","St. Louis, Missouri, USA","St. Louis","Missouri","USA"
2016-05-01,"WWE","WWE Payback","WWE Payback 2016 Kickoff","Televised","Rosemont, Illinois, USA","Rosemont","Illinois","USA"
2016-05-01,"WWE","WWE Payback","WWE Payback 2016","PLE/PPV","Rosemont, Illinois, USA","Rosemont","Illinois","USA"
2016-04-30,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Cocoa, Florida, USA","Cocoa","Florida","USA"
2016-04-28,"WWE","WWE NXT","WWE NXT #318","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-04-28,"WWE","WWE NXT","WWE NXT #317","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-04-28,"WWE","WWE NXT","WWE NXT #316","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2016-04-26,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #871","Televised","Manchester, New Hampshire, USA","Manchester","New Hampshire","USA"
2016-04-26,"WWE","WWE Main Event","WWE Main Event #187","Televised","Manchester, New Hampshire, USA","Manchester","New Hampshire","USA"
2016-04-25,"WWE","WWE Superstars","WWE Superstars #368","Televised","Hartford, Connecticut, USA","Hartford","Connecticut","USA"
2016-04-25,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1196","Televised","Hartford, Connecticut, USA","Hartford","Connecticut","USA"
2016-04-23,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Jacksonville, Florida, USA","Jacksonville","Florida","USA"
2016-04-23,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Poughkeepsie, New York, USA","Poughkeepsie","New York","USA"
2016-04-23,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Malaga, Spanien","Malaga","Spanien","Spain"
2016-04-23,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Glasgow, Scotland, UK","Glasgow","Scotland","UK"
2016-04-22,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Kingston, Rhode Island, USA","Kingston","Rhode Island","USA"
2016-04-22,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Tampa, Florida, USA","Tampa","Florida","USA"
2016-04-22,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Sheffield, South Yorkshire, England, UK","Sheffield","South Yorkshire","England"
2016-04-22,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Paris, Frankreich","Paris","Frankreich","France"
2016-04-21,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Lowell, Massachusetts, USA","Lowell","Massachusetts","USA"
2016-04-21,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Dublin, Ireland","Dublin","Ireland","Ireland"
2016-04-21,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Brüssel, Belgien","Brüssel","Belgien","Belgium"
2016-04-20,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Belfast, Northern Ireland, UK","Belfast","Northern Ireland","UK"
2016-04-20,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Newcastle Upon Tyne, Tyne And Wear, England, UK","Newcastle Upon Tyne","Tyne And Wear","England"
2016-04-19,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #870","Televised","London, England, UK","London","England","UK"
2016-04-19,"WWE","WWE Main Event","WWE Main Event #186","Televised","London, England, UK","London","England","UK"
2016-04-19,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Manchester, England, UK","Manchester","England","UK"
2016-04-18,"WWE","WWE Superstars","WWE Superstars #367","Televised","London, England, UK","London","England","UK"
2016-04-18,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1195","Televised","London, England, UK","London","England","UK"
2016-04-17,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Nottingham, Nottinghamshire, England, UK","Nottingham","Nottinghamshire","England"
2016-04-17,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Leeds, West Yorkshire, England, UK","Leeds","West Yorkshire","England"
2016-04-16,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Fort Pierce, Florida, USA","Fort Pierce","Florida","USA"
2016-04-16,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Birmingham, West Midlands, England, UK","Birmingham","West Midlands","England"
2016-04-15,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2016-04-15,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Amsterdam, Niederlande","Amsterdam","Niederlande","Netherlands"
2016-04-15,"WWE","WWE Live Dune Bash","WWE Live Dune Bash","Non-Televised","Dubai, Vereinigte Arabische Emirate","Dubai","Vereinigte Arabische Emirate","United Arab Emirates"
2016-04-14,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Citrus Springs, Florida, USA","Citrus Springs","Florida","USA"
2016-04-14,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Florenz, Italien","Florenz","Italien","Italy"
2016-04-14,"WWE","WWE Live Dune Bash","WWE Live Dune Bash","Non-Televised","Dubai, Vereinigte Arabische Emirate","Dubai","Vereinigte Arabische Emirate","United Arab Emirates"
2016-04-13,"WWE","WWE Live WrestleMania Revenge Tour","WWE Live WrestleMania Revenge Tour 2016","Non-Televised","Mailand, Italien","Mailand","Italien","Italy"
2016-04-12,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #869","Televised","San Diego, California, USA","San Diego","California","USA"
2016-04-12,"WWE","WWE Main Event","WWE Main Event #185","Televised","San Diego, California, USA","San Diego","California","USA"
2016-04-11,"WWE","WWE Superstars","WWE Superstars #366","Televised","Los Angeles, California, USA","Los Angeles","California","USA"
2016-04-11,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1194","Televised","Los Angeles, California, USA","Los Angeles","California","USA"
2016-04-09,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","North Charleston, South Carolina, USA","North Charleston","South Carolina","USA"
2016-04-09,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Largo, Florida, USA","Largo","Florida","USA"
2016-04-08,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Columbia, South Carolina, USA","Columbia","South Carolina","USA"
2016-04-08,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Gainesville, Florida, USA","Gainesville","Florida","USA"
2016-04-07,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Concord, North Carolina, USA","Concord","North Carolina","USA"
2016-04-05,"WWE","WWE Thursday Night SmackDown","WWE Thursday Night SmackDown #868","Televised","Houston, Texas, USA","Houston","Texas","USA"
2016-04-05,"WWE","WWE Main Event","WWE Main Event #184","Televised","Houston, Texas, USA","Houston","Texas","USA"
2016-04-04,"WWE","WWE Superstars","WWE Superstars #365","Televised","Dallas, Texas, USA","Dallas","Texas","USA"
2016-04-04,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1193","Televised","Dallas, Texas, USA","Dallas","Texas","USA"
2016-04-03,"WWE","WWE WrestleMania Axxess","WWE WrestleMania Axxess 2016","Non-Televised","Dallas, Texas, USA","Dallas","Texas","USA"
2016-04-03,"WWE","WWE WrestleMania","WWE WrestleMania 32 Kickoff","Televised","Arlington, Texas, USA","Arlington","Texas","USA"
2016-04-03,"WWE","WWE WrestleMania","WWE WrestleMania 32","PLE/PPV","Arlington, Texas, USA","Arlington","Texas","USA"
2016-04-02,"WWE","WWE WrestleMania Axxess","WWE WrestleMania Axxess 2016","Non-Televised","Dallas, Texas, USA","Dallas","Texas","USA"
2016-04-02,"WWE","WWE NXT","WWE NXT #315","Televised","Dallas, Texas, USA","Dallas","Texas","USA"
2016-04-02,"WWE","WWE NXT","WWE NXT #314","Televised","Dallas, Texas, USA","Dallas","Texas","USA"
2016-04-02,"WWE","WWE NXT","WWE NXT #313","Televised","Dallas, Texas, USA","Dallas","Texas","USA"
2016-04-01,"WWE","WWE NXT TakeOver: Dallas","WWE NXT TakeOver: Dallas","PLE/PPV","Dallas, Texas, USA","Dallas","Texas","USA"
2016-04-01,"WWE","WWE NXT","WWE NXT #312","Televised","Dallas, Texas, USA","Dallas","Texas","USA"
