"Date","Promotion","Event","EventName","EventType","Location","CityTown","StateProvince","Country"
2022-01-11,"WWE","WWE NXT","WWE NXT 2.0 #611","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2022-01-11,"WWE","WWE 205 Live","WWE 205 Live #266","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2022-01-10,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1494","Televised","Philadelphia, Pennsylvania, USA","Philadelphia","Pennsylvania","USA"
2022-01-10,"WWE","WWE Main Event","WWE Main Event #485","Televised","Philadelphia, Pennsylvania, USA","Philadelphia","Pennsylvania","USA"
2022-01-09,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Boston, Massachusetts, USA","Boston","Massachusetts","USA"
2022-01-08,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Glens Falls, New York, USA","Glens Falls","New York","USA"
2022-01-07,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1168","Televised","Uncasville, Connecticut, USA","Uncasville","Connecticut","USA"
2022-01-04,"WWE","WWE NXT","WWE NXT 2.0 #610 - New Year's Evil 2022","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2022-01-04,"WWE","WWE 205 Live","WWE 205 Live #265","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2022-01-03,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1493","Televised","Greenville, South Carolina, USA","Greenville","South Carolina","USA"
2022-01-03,"WWE","WWE Main Event","WWE Main Event #484","Televised","Greenville, South Carolina, USA","Greenville","South Carolina","USA"
2022-01-02,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Fayetteville, North Carolina, USA","Fayetteville","North Carolina","USA"
2022-01-01,"WWE","WWE Day 1","WWE Day 1 2022 Kickoff","PLE/PPV","Atlanta, Georgia, USA","Atlanta","Georgia","USA"
2022-01-01,"WWE","WWE Day 1","WWE Day 1 2022","PLE/PPV","Atlanta, Georgia, USA","Atlanta","Georgia","USA"
2021-12-31,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1167 - The Top 10 Moments Of 2021","Televised","USA","USA","USA","USA"
2021-12-30,"WWE","WWE NXT UK","WWE NXT UK #177 - Best Of 2021: Part Two","Televised","London, England, UK","London","England","UK"
2021-12-30,"WWE","WWE Live","WWE Live","Non-Televised","Buffalo, New York, USA","Buffalo","New York","USA"
2021-12-29,"WWE","WWE Live","WWE Live","Non-Televised","Baltimore, Maryland, USA","Baltimore","Maryland","USA"
2021-12-28,"WWE","WWE NXT","WWE NXT 2.0 #609","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-12-28,"WWE","WWE Live","WWE Live","Non-Televised","Pittsburgh, Pennsylvania, USA","Pittsburgh","Pennsylvania","USA"
2021-12-28,"WWE","WWE Live","WWE Live","Non-Televised","Washington, District Of Columbia, USA","Washington","District Of Columbia","USA"
2021-12-28,"WWE","WWE 205 Live","WWE 205 Live #264","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-12-27,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1492","Televised","Detroit, Michigan, USA","Detroit","Michigan","USA"
2021-12-27,"WWE","WWE Main Event","WWE Main Event #483","Televised","Detroit, Michigan, USA","Detroit","Michigan","USA"
2021-12-27,"WWE","WWE Live","WWE Live","Non-Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-12-26,"WWE","WWE Live","WWE Live","Non-Televised","Tampa, Florida, USA","Tampa","Florida","USA"
2021-12-26,"WWE","WWE Live","WWE Live","Non-Televised","New York City, New York, USA","New York City","New York","USA"
2021-12-23,"WWE","WWE NXT UK","WWE NXT UK #176 - Best Of 2021: Part One","Televised","London, England, UK","London","England","UK"
2021-12-21,"WWE","WWE NXT","WWE NXT 2.0 #608","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-12-21,"WWE","WWE 205 Live","WWE 205 Live #263","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-12-20,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1491","Televised","Milwaukee, Wisconsin, USA","Milwaukee","Wisconsin","USA"
2021-12-20,"WWE","WWE Main Event","WWE Main Event #482","Televised","Milwaukee, Wisconsin, USA","Milwaukee","Wisconsin","USA"
2021-12-19,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Des Moines, Iowa, USA","Des Moines","Iowa","USA"
2021-12-18,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Rockford, Illinois, USA","Rockford","Illinois","USA"
2021-12-17,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1166","Televised","Rosemont, Illinois, USA","Rosemont","Illinois","USA"
2021-12-17,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1165","Televised","Rosemont, Illinois, USA","Rosemont","Illinois","USA"
2021-12-14,"WWE","WWE NXT","WWE NXT 2.0 #607","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-12-14,"WWE","WWE 205 Live","WWE 205 Live #262","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-12-13,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1490","Televised","St. Paul, Minnesota, USA","St. Paul","Minnesota","USA"
2021-12-13,"WWE","WWE Main Event","WWE Main Event #481","Televised","St. Paul, Minnesota, USA","St. Paul","Minnesota","USA"
2021-12-12,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Grand Rapids, Michigan, USA","Grand Rapids","Michigan","USA"
2021-12-11,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Saginaw, Michigan, USA","Saginaw","Michigan","USA"
2021-12-10,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1164","Televised","Los Angeles, California, USA","Los Angeles","California","USA"
2021-12-07,"WWE","WWE NXT","WWE NXT 2.0 #606","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-12-07,"WWE","WWE 205 Live","WWE 205 Live #261","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-12-06,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1489","Televised","Memphis, Tennessee, USA","Memphis","Tennessee","USA"
2021-12-06,"WWE","WWE Main Event","WWE Main Event #480","Televised","Memphis, Tennessee, USA","Memphis","Tennessee","USA"
2021-12-05,"WWE","WWE NXT WarGames","WWE NXT WarGames 2021","PLE/PPV","Orlando, Florida, USA","Orlando","Florida","USA"
2021-12-05,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Corpus Christi, Texas, USA","Corpus Christi","Texas","USA"
2021-12-04,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Edinburg, Texas, USA","Edinburg","Texas","USA"
2021-12-03,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1163","Televised","San Antonio, Texas, USA","San Antonio","Texas","USA"
2021-11-30,"WWE","WWE NXT","WWE NXT 2.0 #605","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-11-30,"WWE","WWE 205 Live","WWE 205 Live #260","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-11-29,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1488","Televised","Elmont, New York, USA","Elmont","New York","USA"
2021-11-29,"WWE","WWE Main Event","WWE Main Event #479","Televised","Elmont, New York, USA","Elmont","New York","USA"
2021-11-28,"WWE","WWE Live","WWE Live","Non-Televised","Charleston, West Virginia, USA","Charleston","West Virginia","USA"
2021-11-27,"WWE","WWE Live","WWE Live","Non-Televised","Roanoke, Virginia, USA","Roanoke","Virginia","USA"
2021-11-26,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1162","Televised","Greensboro, North Carolina, USA","Greensboro","North Carolina","USA"
2021-11-23,"WWE","WWE NXT","WWE NXT 2.0 #604","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-11-23,"WWE","WWE 205 Live","WWE 205 Live #259","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-11-22,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1487","Televised","New York City, New York, USA","New York City","New York","USA"
2021-11-22,"WWE","WWE Main Event","WWE Main Event #478","Televised","New York City, New York, USA","New York City","New York","USA"
2021-11-21,"WWE","WWE Survivor Series","WWE Survivor Series 2021 Kickoff","PLE/PPV","New York City, New York, USA","New York City","New York","USA"
2021-11-21,"WWE","WWE Survivor Series","WWE Survivor Series 2021","PLE/PPV","New York City, New York, USA","New York City","New York","USA"
2021-11-20,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Syracuse, New York, USA","Syracuse","New York","USA"
2021-11-19,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1161","Televised","Hartford, Connecticut, USA","Hartford","Connecticut","USA"
2021-11-18,"WWE","WWE NXT UK","WWE NXT UK #181","Televised","London, England, UK","London","England","UK"
2021-11-18,"WWE","WWE NXT UK","WWE NXT UK #180","Televised","London, England, UK","London","England","UK"
2021-11-18,"WWE","WWE NXT UK","WWE NXT UK #179","Televised","London, England, UK","London","England","UK"
2021-11-18,"WWE","WWE NXT UK","WWE NXT UK #178","Televised","London, England, UK","London","England","UK"
2021-11-18,"WWE","WWE NXT UK","WWE NXT UK #175","Televised","London, England, UK","London","England","UK"
2021-11-17,"WWE","WWE NXT UK","WWE NXT UK #174","Televised","London, England, UK","London","England","UK"
2021-11-17,"WWE","WWE NXT UK","WWE NXT UK #173","Televised","London, England, UK","London","England","UK"
2021-11-17,"WWE","WWE NXT UK","WWE NXT UK #172","Televised","London, England, UK","London","England","UK"
2021-11-16,"WWE","WWE NXT","WWE NXT 2.0 #603","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-11-16,"WWE","WWE 205 Live","WWE 205 Live #258","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-11-15,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1486","Televised","Indianapolis, Indiana, USA","Indianapolis","Indiana","USA"
2021-11-15,"WWE","WWE Main Event","WWE Main Event #477","Televised","Indianapolis, Indiana, USA","Indianapolis","Indiana","USA"
2021-11-12,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1160","Televised","Norfolk, Virginia, USA","Norfolk","Virginia","USA"
2021-11-10,"WWE","WWE WrestleMania","WWE WrestleMania 38 Ticket Party","PLE/PPV","Arlington, Texas, USA","Arlington","Texas","USA"
2021-11-10,"WWE","WWE Live","WWE Live","Non-Televised","Manchester, England, UK","Manchester","England","UK"
2021-11-09,"WWE","WWE NXT","WWE NXT 2.0 #602","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-11-09,"WWE","WWE Live","WWE Live","Non-Televised","Nottingham, Nottinghamshire, England, UK","Nottingham","Nottinghamshire","England"
2021-11-09,"WWE","WWE 205 Live","WWE 205 Live #257","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-11-08,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1485","Televised","Louisville, Kentucky, USA","Louisville","Kentucky","USA"
2021-11-08,"WWE","WWE Main Event","WWE Main Event #476","Televised","Louisville, Kentucky, USA","Louisville","Kentucky","USA"
2021-11-08,"WWE","WWE Live","WWE Live","Non-Televised","Leeds, West Yorkshire, England, UK","Leeds","West Yorkshire","England"
2021-11-07,"WWE","WWE Live","WWE Live","Non-Televised","Liverpool, Merseyside, England, UK","Liverpool","Merseyside","England"
2021-11-06,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","London, England, UK","London","England","UK"
2021-11-05,"WWE","WWE Live","WWE Live","Non-Televised","Birmingham, West Midlands, England, UK","Birmingham","West Midlands","England"
2021-11-05,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1159","Televised","Evansville, Indiana, USA","Evansville","Indiana","USA"
2021-11-04,"WWE","WWE Live","WWE Live","Non-Televised","Sheffield, South Yorkshire, England, UK","Sheffield","South Yorkshire","England"
2021-11-03,"WWE","WWE Live","WWE Live","Non-Televised","Brighton, East Sussex, England, UK","Brighton","East Sussex","England"
2021-11-02,"WWE","WWE NXT","WWE NXT 2.0 #601","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-11-02,"WWE","WWE 205 Live","WWE 205 Live #256","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-11-01,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1484","Televised","Providence, Rhode Island, USA","Providence","Rhode Island","USA"
2021-11-01,"WWE","WWE Main Event","WWE Main Event #475","Televised","Providence, Rhode Island, USA","Providence","Rhode Island","USA"
2021-10-29,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1158","Televised","Wilkes-Barre, Pennsylvania, USA","Wilkes-Barre","Pennsylvania","USA"
2021-10-26,"WWE","WWE NXT","WWE NXT 2.0 #600 - Halloween Havoc 2021","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-10-26,"WWE","WWE 205 Live","WWE 205 Live #255","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-10-25,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1483","Televised","Houston, Texas, USA","Houston","Texas","USA"
2021-10-25,"WWE","WWE Main Event","WWE Main Event #474","Televised","Houston, Texas, USA","Houston","Texas","USA"
2021-10-22,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1157","Televised","Wichita, Kansas, USA","Wichita","Kansas","USA"
2021-10-21,"WWE","WWE Crown Jewel","WWE Crown Jewel 2021 Kickoff","Televised","Riyadh, Saudi-Arabien","Riyadh","Saudi-Arabien","Saudi Arabia"
2021-10-21,"WWE","WWE Crown Jewel","WWE Crown Jewel 2021","PLE/PPV","Riyadh, Saudi-Arabien","Riyadh","Saudi-Arabien","Saudi Arabia"
2021-10-19,"WWE","WWE NXT","WWE NXT 2.0 #599","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-10-19,"WWE","WWE 205 Live","WWE 205 Live #254","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-10-18,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1482","Televised","Sacramento, California, USA","Sacramento","California","USA"
2021-10-18,"WWE","WWE Main Event","WWE Main Event #473","Televised","Sacramento, California, USA","Sacramento","California","USA"
2021-10-17,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","El Paso, Texas, USA","El Paso","Texas","USA"
2021-10-16,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Rio Rancho, New Mexico, USA","Rio Rancho","New Mexico","USA"
2021-10-15,"WWE","WWE Tribute To The Troops","WWE Tribute To The Troops 2021","Televised","Ontario, California, USA","Ontario","California","USA"
2021-10-15,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1156 - Supersized SmackDown","Televised","Ontario, California, USA","Ontario","California","USA"
2021-10-12,"WWE","WWE NXT","WWE NXT 2.0 #598","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-10-12,"WWE","WWE 205 Live","WWE 205 Live #253","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-10-11,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1481","Televised","San Francisco, California, USA","San Francisco","California","USA"
2021-10-11,"WWE","WWE Main Event","WWE Main Event #472","Televised","San Francisco, California, USA","San Francisco","California","USA"
2021-10-10,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Bakersfield, California, USA","Bakersfield","California","USA"
2021-10-09,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Fresno, California, USA","Fresno","California","USA"
2021-10-08,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1155","Televised","San Jose, California, USA","San Jose","California","USA"
2021-10-07,"WWE","WWE NXT UK","WWE NXT UK #171","Televised","London, England, UK","London","England","UK"
2021-10-07,"WWE","WWE NXT UK","WWE NXT UK #170","Televised","London, England, UK","London","England","UK"
2021-10-07,"WWE","WWE NXT UK","WWE NXT UK #169","Televised","London, England, UK","London","England","UK"
2021-10-07,"WWE","WWE NXT UK","WWE NXT UK #165","Televised","London, England, UK","London","England","UK"
2021-10-06,"WWE","WWE NXT UK","WWE NXT UK #168","Televised","London, England, UK","London","England","UK"
2021-10-06,"WWE","WWE NXT UK","WWE NXT UK #167","Televised","London, England, UK","London","England","UK"
2021-10-06,"WWE","WWE NXT UK","WWE NXT UK #166","Televised","London, England, UK","London","England","UK"
2021-10-05,"WWE","WWE NXT","WWE NXT 2.0 #597","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-10-05,"WWE","WWE 205 Live","WWE 205 Live #252","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-10-04,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1480 - Draft 2021","Televised","Nashville, Tennessee, USA","Nashville","Tennessee","USA"
2021-10-04,"WWE","WWE Main Event","WWE Main Event #471","Televised","Nashville, Tennessee, USA","Nashville","Tennessee","USA"
2021-10-03,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Lexington, Kentucky, USA","Lexington","Kentucky","USA"
2021-10-02,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","San Juan, Puerto Rico, USA","San Juan","Puerto Rico","USA"
2021-10-01,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1154 - Draft 2021","Televised","Baltimore, Maryland, USA","Baltimore","Maryland","USA"
2021-09-30,"WWE","WWE NXT UK","WWE NXT UK #164","Televised","London, England, UK","London","England","UK"
2021-09-28,"WWE","WWE NXT","WWE NXT 2.0 #596","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-09-28,"WWE","WWE 205 Live","WWE 205 Live #251","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-09-27,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1479","Televised","Cincinnati, Ohio, USA","Cincinnati","Ohio","USA"
2021-09-27,"WWE","WWE Main Event","WWE Main Event #470","Televised","Cincinnati, Ohio, USA","Cincinnati","Ohio","USA"
2021-09-26,"WWE","WWE Extreme Rules","WWE Extreme Rules 2021 Kickoff","PLE/PPV","Columbus, Ohio, USA","Columbus","Ohio","USA"
2021-09-26,"WWE","WWE Extreme Rules","WWE Extreme Rules 2021","PLE/PPV","Columbus, Ohio, USA","Columbus","Ohio","USA"
2021-09-25,"WWE","WWE Live Supershow","WWE Live Supershow","Non-Televised","Hershey, Pennsylvania, USA","Hershey","Pennsylvania","USA"
2021-09-24,"WWE","WWE Friday Night SmackDown","WWE Friday Night SmackDown #1153","Televised","Philadelphia, Pennsylvania, USA","Philadelphia","Pennsylvania","USA"
2021-09-23,"WWE","WWE NXT UK","WWE NXT UK #163","Televised","London, England, UK","London","England","UK"
2021-09-22,"WWE","WWE Live","WWE Live","Non-Televised","Glasgow, Scotland, UK","Glasgow","Scotland","UK"
2021-09-21,"WWE","WWE NXT","WWE NXT 2.0 #595","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-09-21,"WWE","WWE Live","WWE Live","Non-Televised","Cardiff, Wales, UK","Cardiff","Wales","UK"
2021-09-21,"WWE","WWE 205 Live","WWE 205 Live #250","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2021-09-20,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1478","Televised","Raleigh, North Carolina, USA","Raleigh","North Carolina","USA"
2021-09-20,"WWE","WWE Main Event","WWE Main Event #469","Televised","Raleigh, North Carolina, USA","Raleigh","North Carolina","USA"
2021-09-20,"WWE","WWE Live","WWE Live","Non-Televised","London, England, UK","London","England","UK"
2021-09-19,"WWE","WWE Live","WWE Live","Non-Televised","Augusta, Georgia, USA","Augusta","Georgia","USA"
